Review title,Username,Review,Rating
Premium experience ,Konrad Z,"I can’t praise enough this hotel, one of my best hospitality experiences ever. Friendly and professional staff, stylish decor, varied and delicious breakfast buffet... topped with stunning views. Reasonable value for money, especially given its location and facilities.",5
Pure indulgence,Debbie S,"Pan Pacific club is well worth the price tag.  Our suite had a brilliant view of the skyline, the bed was very comfortable.  The Pacific Club had a wall to wall view of Singapore. The service was 1st class, the food amazing.  I would recommend this experience to anyone.",5
Fantastic location and staff!,maw747,"Visited here many times on business and love it. The staff are fantastic, the breakfasts are to die for. Rooms have fallen in quality due to cut backs: no coffee machine, no pencils, pens, note pads or any of those bits and bobs that you expect from a 5 star hotel...",4
Amazing,Alexandra M,"Stayed here 4 nights for part of our honeymoon trip and really loved it.  Amazing location, beautiful room with gorgeous view and staff were absolutely amazing throughout the stay.  They did some extra things to make our honeymoon special. We also payed the extra for the pan pacific club and would highly recommend! Better breakfast and free cocktail hour and afternoon tea with top floor views of the harbour. And the staff at the club were top notch - always made sure you had a full glass of whatever you were drinking and were super friendly. Definitely made it worth the money. Would definitely stay here again. ",5
Value for money business hotel ,Win Gatchalian,"It may not be along the shopping district but this hotel definitely is a great value for money business hotel. It has branded equipment at the gym (which I used everyday). The bar at the lobby is spacious and comfortable. If you're on business, this is the perfect hotel.  ",4
Always Excellent,pobud2,We have continued to return to the Pan Pacific because they continually go above and beyond our expectations. The staff are the key to this excellence as they are courteous and caring. The location is spot on as it is close to major attractions but at the same time the vibe of the hotel is one of relaxed comfort. The breakfast has one of the best selections I have seen and the service is outstanding. The massage in the spa is also highly recommended. The rooms are quiet and the beds are excellent,5
Good Location,834zaidi,The hotel located at very strategic location with hassle free travel experience. Shopping mall within a minute walk. Suitable for visitor to SUNTEC Convention and Suntec towers. Foods easy to find with variety of choices.,5
Great hotel at excellent location,Kamil G,"Hotel is based at Marina Bay so you can watch F1 GP from your room balcony. Great spot for tourists, located near MRT (underground/tube), shopping malls. Walking distance from Downtown and China Town. Room quality is adequate to the price. Excellent breakfast buffet. ",5
Excellent Hotel in Top Location!,Mike D,"This really is an excellent hotel with great facilities. We booked a club room and we would recommend anyone to do this as you can then enjoy the benefits of having breakfast on the 38th floor with great views of the Marina Bay district. Also the Club access allows you to join for afternoon tea and for cocktails and food on an evening which is included in the price. This was a fantastic offer and the service was great (a special mention to Mia who was a wonderful hostess). The location of the hotel is also brilliant as you are in the heart of all of the main sights, Suntec City next door is also a cool shopping mall. Overall the hotel was excellent!",5
Perfect Stay,celinda777,"Pan Pacific Singapore never disappoints! Location is perfect, staff very accommodating, rooms are clean and comfortable. We were upgraded to a room facing the bay and so we were able to watch a bit of the race from our room. Perfect stay! Five stars!",5
Whats not to love,Sbytvl,"From the greeting at the front door on arrival,it feels more like coming home,every staff member smiles and looks like they mean it. The property is ideally situated in Marina Bay ,5 minutes to MRT and is absolutely spotless",5
Favorite Holiday hotel,george k,"We cannot fault the Pan Pacific, cleanliness friendliness, if on the rare occasion there may have been a slight snag, it was rectified very quickly. The hotel is very central to shops, Marina Bay and MRT. A special mention to Janice and Jenny in the restaurant.We have stayed here around ten times in the last fourteen years, which says it all.",5
Hotel Experience,Cindy Thomas,"The hotel was very clean with lots of amenities.  The room was well laid out and the bed very comfortable.  The staff was super friendly and very accommodating. Also, the hotel was in a great location and within walking distance to various landmarks.  ",5
The one,rashdas332,Great hotel by all means and I would chose over and over again. Staff are so polite and know what they doing. Facilities are special so do the location. Nothing you could ask for and don’t get. Go for it and full stop. ,5
Excellent,weliwegama,"I feel you have a very good customer care, as I  sent some queries before arriving from Sri Lanka. I received satisfactory responses. Your  staff from the reception onwards are very polite and dedicated.  ",5
Try the Pan Pacific,ReCi1,"The hotel is very handy for both Suntec and MBS convention centres, shopping and transport. Rooms are spacious with comfortable beds. Good internet connectivity. Bathroom has a shower only and has nice amenities. Great choice of breakfast items, coffee service is a little slow. The hotel also has a sizeable swimming pool with enough deck chairs to accommodate guests. The lobby is very impressive. The lifts are a little slow at times, also the TV channel selection is a bit patchy. Despite that, I would definitely stay again and recommend this hotel to anybody. ",4
Honeymoon,hamzadalal,"Amazing hotel, lovely service and hospitable staff as well... assisted with all my requirements and needs.. very close to mall and botanical gardens and marina bay sands.. amazing view and the polite staff got me an amazing upgrade",5
Location Location,tanandmarcuss,"Getting there- easy and clean, arrival- personal, reception- quick and friendly- room- amazing views, could quite have easily stayed here and not ventured out at all! Service overall - spot on! Will be back for sure!",5
Great holiday at this hotel,01Ans23,"We enjoyed 8 days here earlier this month staying in a Pacific Harbour Studio (which gave us Club lounge benefits).  Well worth it!  The hotel is well located (linked to Marina Square and Suntec City) and our room had amazing views from the 33rd floor.  We very much enjoyed the Club lounge benefits - afternoon tea, nightly cocktails and canapes - and the wonderful service provided by the lounge staff.  Such a relaxing lounge to see the beautiful views as the sun is setting each day and the buildings lighting up for the evening.  Breakfast at Edge provides plenty of options.  Thank you to Janice for looking after us each morning - she is an asset to the hotel!  We also dined at Edge for the Seafood buffet one night during our stay and we were very impressed with the fresh seafood…",5
Great place,pdpledger,Always a great stay at this hotel. Staff are always friendly and helpful. Great location with access to three shopping centres and walking distance to Gardens by the Bay. Also a great pool to relax by if you just want to chill out. ,5
"WOW, What a Fantastic Club Floor!!!",Clint B,"This is our 7th trip to Singapore but first time to Pan Pacific and it was amazing, staff were fantastic. We stayed on the club floor which is the best i have ever stayed in with great food, drinks,staff and one of the best views you will get around. Large gym, close to everything,rooms nice and quiet  we cant wait to head back.. Tip, if you can upgrade to the club floor, its well worth the price.",5
Great centrally located hotel,David F,"Whether vacation or for work, this hotel is great.  If you don't feel like getting out and exploring Singapore, there are some great restaurants on site.  I have stayed here twice for a business conference and love when I am told that this is where I am going to stay.  I highly recommend this hotel.  Staff is great, rooms are very comfortable and if you are lucky, you have great views from your room.",4
Great Stay in Singapore,patricknussbaumer,"The hotel was great - the service was outstanding.  Was visiting Singapore for a series of meetings and we reserved conference rooms in the hotel.  We ate in the restaurants on-site, and had food and coffee service delivered to the rooms.  The hotel staff did everything to make sure all details were covered.  The hotel is in a great location as well.  I will be staying there again.",5
Excellent Location,Keith791,"Fantastic hotel in great location close to all key attractions. Can’t fault Club Deck - breakfast, afternoon tea and ‘dinner’ / cocktail time were all superb. Service is first class. Superb 360 degree views from Club Deck - make sure your stay has Club Deck access ! Pool is superb - well appointed gym available too. Overall would recommend this hotel without hesitation. Enjoy Singapore. Newly my favourite City experience. We will be back ! ",5
Brian Campbell,W6252UIbrianc,Excellant location clean spacious room numerous dining locations and the most friendly staff. This hotel has all the ammenties you would ever require and highly recommend this hotel  to anyone looking for a place to stay in Singapore.,5
Family vacation,Julia W,"Had a fantastic, relaxing time at this hotel. The moment you walk in, it is so beautiful and the staff are very welcoming, from Mr. Shawal, Ismail the door man and all the other kind workers. Breakfast definitely suits the Asian taste buds and is one of the best. Thank you for everything and will definitely come back again!!!!",5
Best hotel in Singapore,A1041TKAlexS,"While maybe not as famous as the Marina Bay Sands, the Pan Pacific Singapore is without a doubt the superior hotel in every way. We LOVED our stay here. The staff is courteous and helpful, the rooms are beautifully furnished, modern and surprisingly large. The lobby is spectacular and you are within walking distance of all the major Singapore sites. We enjoyed our stay here SO much! The executive lounge on the top floor was a particular highlight. The breakfast every morning was lovely, the views are amazing and the furnishings look like something out of an interior design magazine. We can't wait to return!",5
Fantastic,hhextall13,"Wonderful stay, would highly recommend the staff are lovely helpful and polite and they have great checking out facilities our flight was late at night and check out is at 12 we were able to leave our cases all day continue exploring and come back and shower and change and Shawal in the lobby was lovely saw I was on my own came and had a natter got me some ice water without me asking for it and made sure I was comfortable waiting for my taxi  The rooms are clean and very comfortable I wanted to stay more nights just to sleep in that bed again!",5
5 days visit for a quick getaway with golf,Dion,"We visited the Pan PAcific for the first time. It’s situated right opposite the marina and has fantastic views of the  Ferris wheel and the new Marina Bay Sands Hotel. Some people say best to view the Marina Bay sands from a distance, rather than stay there. I think it was good advice, with spectacular light shows, spend the extra dollars and get the Marina views. The Pan PAcific is 5+ stars. We had a room with Club access. The treats were fantastic and the drinks were a welcome treat after a day tracking through the sites of Singapore. The staff were absolutley brilliant. The rooms were spacious and the service excellent. The Bell guy  looked like he’d been there for a hundred years and ran the the entrance area like a well oiled machine. You needed a ride, he took care of it.…",5
Great hotel,jare34,Mid-autumn holiday in excellent Pan Pacific Singapore. Pacific Club room was good and bed was excellent. Marina bay and Singapore gulf view in the room was amazing. Pacific club services was also excellent. I can recommend it to all.,5
FIVE STAR,helen,Pan Pacific Hotel Singapore was a fantastic location for us to enjoy 4 nights  in Singapore. Outstandhing down to detail hospitality services from Mr Shawal the lobby ambassador which give us to ensure everything had a seamless experience. He's personally direct us to the Halal recommend restaurant and some MUSLIM tips once staying here. Very highly recommend a modern five star hotel.,5
Excellent staff and a hotel I would stay again.,worldglobal,"An ideally located hotel with excellent staff, spacious rooms and facilities. Very good choice whether for business or pleasure. Rooms quiet with no sound from neighbouring rooms. Club Lounge provides great views. ",4
Excellent experience,Anogite,"Wonderful hotel and exceptional service! Wonderful people who were extremely friendly, supportive and always smiling.  Room was very clean, location ideal for city walks and my room gave ideal view to the Skyline. Pool and outdoor areas perfectly maintained and just beautiful!",5
Very relaxing and enjoyable stay,sonia w,"The service was impeccable from the moment we checked in to our departure. The room was spacious, very clean and comfortable which ensured a good night's sleep. The views of the city from our room were breathtaking and I would certainly make Pan Pacific my first preference whenever I visit Singapore.",5
Disappointed in the food variety for a 5 star venue.,John H,"Stayed 5 nights in Pacific Club room and was extremely disappointed to have the same food at cocktail time on nights 1,3 and 5 and the same on nights 2 and 4... quality was ok but variety was severely lacking for such an expensive room choice and 5 star hotel... Would definitely stay again as the hotel staff are excellent and cannot do enough for you and the facilities are great but as an experience overall it was quite underwhelming especially as it was for our 30th Wedding Anniversary ",3
Perfect!,Jeanye,Central location with MRT access close by. Promenade station is less than 5 mins walk and we could even walk to Bugis in just 20mins.   Panoramic special room is spacious and the bathroom is luxurious; complete with a tub. ,5
Very Expensive,Del D,Upon arrival the staff member wanted to charge an extra $70pn for an upgrade which includes city views and a Nespresso machine. We declined however requested the Nespresso machine. Was advised we need to pay an additional $50pn for larger room which included machine. We declined again. Next morning we went downstairs at the cafe wand ordered 2 coffees that cost about $11... which was reasonable. Next morning they charged $25 because we sat there. Wait to see how much they charge for beer & wine. Last year we stayed at Marina Bay Sands which offered.more for less,3
Excellent Stay,Lisa C,"Loved every minute of our stay, the Executive Room overlooking the Marina is just breathtaking.  The club room service and quality was outstanding and Shawal Bin Musa the Front Office Lobby Ambassador could not be anymore helpful and courteous, his service was impeccable.  We will definitely return. Lisa Australia",5
One of the Best Stay,Ankush Sharma,"I am sure I don't have to write that this hotel is excellent, this is an experience. This was my 4th stay at this hotel and every time I feel that I am in my own house. Wonderful staff, nice food, and lovely hospitality. Great hotel in terms of product, spacious and very lovely open rooms. Elaborated breakfast with fantastic choices.",5
Fabulous stay in beautiful Pan Pacific!,Trek262951,"My daughters and I had a wonderful stay at the Singapore Pan Pacific. The service was so friendly and helpful. The very friendly staff at check-in recommended the breakfast buffet when I asked her about possible places for breakfast that we could eat. My daughters have special food requirements - lactose intolerant, gluten intolerant, one is vegetarian and as well one of them was on the Fodmap diet at the time. The wonderful breakfast buffet at the Pan Pacific saved our lives, because the extensive range of foods provided us with a great meal in the morning and catered for all the food restrictions of my daughters. As one of my daughters said, ""It's the best breakfast buffet I have seen"". I am allergic to feathers and had to have the duvet and pillows changed in our rooms when…",5
2 day visit,Harshrk,The hotel is very well located at Marina square. It’s an old hotel now. The service is very good.staff are very friendly. However the rooms need some renovation  they are a bit old now. The food is very good also. So it’s a very good hotel by and large ,4
Pan Pacific Panaromic Room,benlyng,Excellent Hotel In Marina Area. Buffet has lots of varieties. The rooms are newly renovated and they are much cozier then before. Spoilt for choice for food and shopping. MRT Station right beside at Suntec City,5
Amazing staying in Singapore,Raul C,It's difficult to summarize an outstanding experience in just a few lines. The personnel was always looking for ways to create the most valuable staying. I recommend it to everyone who wants to enjoy Singapore at the heart of its dynamic city.,5
Holiday stopover,lheath12019,"Pleasant, helpful staff on arrival. Room was comfortable and very clean. Short walk to Sun City shopping area and tourist bus service. Only negative--seats in the open pod eating area were very low especially for  older clients with knee/Hip problems. Will be staying here again on our next visit to Singapore.",5
Excellent,cloudstar91,"luxury hotel, various restaurants, elegant designs, clean room, big room compare to other I stayed before, opposite to Marina square and Suntec city, transportation is very easily. i think i will choose this hotel again when I go to singapore next time",5
Great honeymoon experience!!,Guest048,"This was the final hotel of our honeymoon, and we really enjoyed it!  As a honeymoon couple, we got complimentary access to the Pacific Club Lounge with great champagne breakfasts cooked to order,  afternoon tea, and cocktails with food available at each session.   We had a nice room, and as my husband's birthday happened during our stay, we found a supersize slice/small cake wishing him a happy birthday!  We enjoyed the pool and poolside area, and also spent some time in the pods in hotel reception/bar. Fabulous!",5
Pacific Club Lounge,cedco,"Pacific Club Lounge on 38th floor well worth the room upgrade! Afternoon tea superb, Complimentary drinks 6 to 8 pm come with wide range of food dishes. Great views and excellent service.  Staff very attentive and welcoming throughout hotel. Will be my Number 1 choice next time in Singapore!",5
Good hotel but expensive,wenche71,"Hotel is very nice but a tad expensive. We had 2 club rooms and I don't think the extra cost was worth it. The lounge (38 floor) itself is beautiful and the views are amazing, but the food on offer was not very impressive. I was expecting a lot more for that price. ",4
Excellent Stay and Location,save3900,"One of the best stay that we ever had at a hotel. Super friendly staff and courteous service. When I was checking-out the staff reminded me about the passport  and I thought it was exceptional that they care. Breakfast was awesome. Also from the balcony, I had a nice view of the Marina bay sands. Promenade MRT is in walking distance, also the Esplanade MRT. ",5
Old hotel but very good location and friendly and professional staffs,Yongduk C,"It is located in the center of the city.  My expectation level was not that high as it is not global brand and a bit old.  But it was far way better than my expection level.  Staffs and facilities are very nice and well maintained.  I stayed on 6th floor though, as the room has a balcony, I could enjoy excellent city view.",4
Excellent,CBE,"This is a true 5 star hotel. My room was extremely comfortable and quiet, the bed was awesomely comfortable. The breakfast is one of the best hotel breakfasts I have ever had. There is a wide variety of excellent food, esp the Bircher muesli, and every culture is catered for. The hotel is within walking distance Marina Bay precinct and has very easy access to the Suntec city convention centre.",5
One of the best stays i ever had!!,Sharad_Goyal35000,"If one wants luxury, relaxation, rejuvenation, CHOOSE PAN PACIFIC!!! No wonder u will love the ambience, location, service, and to add to it, u will love yourself for opting Pan Pacific for you stay! Excellent buffet breakfast, beautiful Lit rooms, Well connected to Shopping malls n food outlets. GO FOR THIS GUYS!",5
Recent business trip,PaulH2307,"Very good, I enjoy my time at this Hotel due to the location next to Suntec. I have been coming here for 25 years. I think Lulu's is also a fun place to go visit and that is right outside. staff on the Club floor very good particularly the IT French girl who fixed my silly IT topic !",5
Stolen items from beauty case,Mrs U Bello,"Having stayed at this hotel before, before i could say anything to my husband he had booked the Pan pacific Singapore.   I must tell you that I have stayed in many hotels In Singapore, but by far this is the worst hotel I have ever stayed in my life time stayed in.   First and foremost, the chefs are absolutely terrible and deliberately go into “we can only offer what you see” the hotel is so busy making food for room service guests that I guess their priority is serving customers ordering food.  They had 3 pasta’s on display, when I asked for the pasta that they were displaying they advised me they could not offer it because it was just for display. This went on day after day, when I asked for pasta for my son.  When I asked the chefs at the food station if I could have pasta…",1
Good service,163tracyj,"Great location and very good service. I love the TV Channel with cartoons which kept my child entertained while I take care of my business. I also enjoyed the balcony with a nice city view. There is a playground next to the pool, which is good for people traveling with young children. ",5
Memorable stay,thefunguy,"during our stay in the hotel, we had a great time stayin. from check in, Roxanne assisted us and she was very friendly. had breakfast at edge, a warm welcome of charmaine. excellent service. a great location. very accessible to the mrt and food stall. ",5
Perfect,Sharon M,"We literally picked this hotel 'out of a hat' and it was fantastic.Our check- in was quick, efficient and the staff were wonderful and provided a map and good advice for our day stopover.I felt they really went the extra mile. The hotel lobby is stunning- our room was spacious, spotless and extremely comfortable.We had views of the Marina Bay Sands hotel lit up and the Singapore flyer, which were only a short walk to access the next day, as were the Marina Bay Gardens.The metro was also a 5 minute walk to get into Chinatown, and very easy to use, and Raffles was only a 5 minute walk in the opposite direction.So it was perfect for what we were wanting to do. We had a relaxing drink in the bar - excellent service and they included nibblies at no extra cost.The atrium was peaceful…",5
GREAT FAMILY HOTEL,edgwee,"My wife and I, children and their spouses and grand children love staying in Pan Pacific Hotels. Great view from the lounge, excellent pool and gym, variety of food for breakfast at the Edge restaurant, and lounge, nice ambience in the lobby areas, excellent room and facilities plus near shopping centres and transport. Highly Recommended.",5
An oasis in the city,Sven-Oliver J,"My review might be tainted, as we had a horror trip before. But the Pan delivered the necessary relief we needed.  Super friendly staff was accomodating all the needs we had. The whole hotel is very stylish and well maintained. Our room was perfect with view on the harbour.  The breakfast had everything we needed with an unbelievable choice!  So, whenever in Singapore, I would come again without any doubts!",5
Third stay,SydneyVaughn,"Third stay, this time purely for leisure. Convenient location: it's in the Marina Square complex and walking distance to many attractions.  Easy MRT access.  Great restaurants within the hotel (check out Hai Tien Lo).  My first and second stays were in 2008 and 2014, and I'm happy to stay that the quality of service has been maintained and my expectations were met.",4
Wonderful stay at Pan Pacific Singapore,angela v,"Everything about our stay at the Pan Pacific was outstanding, from the welcome we received on arrival to our check out.  We would highly recommend the Pacific rooms with access to the beautiful Club Lounge, with incredible food and views across all of Singapore. A huge thank you to Mia, Angel, Rojina, Hiffy and Jayrick in the Club Lounge - you are the most wonderful, warm, kind and professional group of people.  In addition, a big thanks to the lovely Sam (concierge staff).  We very much look forward to our next stay.",5
Great location,Linda H,Great location friendly efficient staff. International  breakfast with plenty of choice and good quality. Many guests were on business trips and the rooms are geared to this client group. I didn't really want a huge desk in the room when I'm on holiday. Really nice pool area good to relax and cool down. The lobby bar had a lovely atmosphere and amazing cocktails. ,4
Singapore,Scenic672503,Disappointing experience at this hotel in comparison to an incredible one at Hyatt Saigon. Possibly an unfair comparison. Rooms were comfortable and is in a great central location. Bed a little firm for our liking.,3
"Thoughtful service, great room comfort!",Cathy Yuna C,"This hotel is beautiful and well maintained, room was very clean and comfortable. Generally preferred the high floors, glad that this is a tall building and could see a nice view of the city. I liked how the lifts transparent and outward facing, got to see the surroundings while heading up to my room!  Located at an ideal location! Close proximity to shopping malls nearby, about 2-3mins walk to malls like Millenia Walk and Marina Square. Promenade MRT station is about 5 mins walk away, bus services nearby too. Walkable distance to the Singapore iconic Marina Bay Sands via the Helix bridge, take about 15mins! No lack of taxi services especially on checking out if you’re headed for the airport.  Loved how thoughtful the PP team was! Stayed during my birthday and was greeted with a…",5
Fantastic hotel,stephenmaull,"This was the best end to a holiday I have ever had . From the time you enter the hotel it’s a oh wow it’s truly amazing. Every one is so helpful and we was lucky to have a club room 3327 fantastic views at night and also inc champagne breakfast. Afternoon tea. Cocktail and canapés in the evening, but the evening there is a dress code . I can’t find any faults with the pan Pacific other than if I come back it has to be here .  Massive thank you to all the staff ",5
"Remarkable stay, amazing service",Marta C,"Special mention to the Lobby employees, specially Shawal Bin Musa, who offered an outstanding service.  Good location for nice walks around the Marina Bay and nightlife  Many nearby shoppingmalls during the day. ",5
Their champagne brunch is the best!!,hotcacao,I celebrated my husband’s birthday with our friends at Sunday champagne brunch. The selection was amazing and I loved their service! They poured the champagne before it was gone so we could keep enjoying our moment! I will definitely come back :),5
"Exclusively at Pan Pacific Singapore, DISCOVERY Black members enjoy complimentary Pacific Club Access till 29 Dec 2019 >",SEBA666,"The hotel is good (8 Score), please beware they have sensor in minibar, look like the hotel have trust issue with the quests Their participant of loyalty system is very bad (1score) If they are not join GHA alliances, i don't think will stay here. I am 3 years Black Member GHA, this time was my second stays on Pan Pac Singapore only give 1 category upgrade, which is very common for basic member. They don't have my preference room, they still not make us to happy give a better room, otherwise downgrade us only single category upgrade",2
Splendid views!,MyMatahari,"Overall experience was good but the breakfast buffet could be improved. Firstly it is overpriced for the quality that was served. The room was comfortable, and during my stay, I had a room with a view of Marina Bay Sands and the surrounding areas. That was a real bonus coming back after a long day. Thank you! I simply loved having the Nespresso coffee machine in the room. The location of this hotel is also really good. Close to shopping areas, though I did not have enough time to explore those on this trip. ",4
Fantastic balcony room with view,SAMie,"Perfect location, esp for a 1st trip to SG. Deluxe balcony room looking out at Marina Bay. View of Marina Bay Sands, The Flyer, etc. Could even watch the light show from the nice sized balcony. Easy access to many malls and food spots nearby, metro 3 min walk, 15 min walk to MBS.  Comfy room, good amenities...gym, pool, restaurants. Concierge was quite helpful.  Only negative was some issues with wifi. Spotty in parts of the hotel and then didn't work at all the last night (IT tried to help but we gave up).  Highly recommended!",5
Fantastic!,Getaway299551,"My husband and I stayed for 4 nights during the F1. From start to finish the hotel was fantastic. Staff extremely friendly. Our room was spotless, comfortable bed, all things needed in the room. Our tv remote batteries were dead and the aircon stopped working but these were resolved super fast so we were really extremely impressed on how on the ball they are. Little extras provided during the F1 so it was nice to get little surprises each day left in our room. Location is fantastic, steps to the metro and our room overlooked the track so we could see all the action. One of the best stays I have had in a hotel around the world, thanks to how things were run and how clean the place was! Thank you.",5
perfection,JGP07,"all was as expected. the room and bathroom are big and clean The view was great breakfast with very fresh ingredients and a very, very big choice (continental, india, chine, japon...) can satisfy everybody. The bar is beautiful too with an amazing view inside the hotel",5
Very wonderful stay,Taiy Orbeta A,We have stayed at this hotel for a couple of times and the high quality of service still remains. The staff is amazing- very friendly and professional. Great job Roxanne! The facility is lovely with amazing architecture and details. Highly recommend this hotel!,5
VP International Sales,FrequentFlier811573,"Beautiful Hotel with an updated look and furniture, was given an upgrade to an executive room with a great city view. Very good location in front of a big mall. for sure will come back in my next travel:)",5
Short but very sweet. ,glentro,We usually stay at the Pan Pacific when we come to Singapore and this short stay reminds us why. From the delightful Jobelyn in reception and her genuine welcome back to the shining Shine in the club lounge we felt like we were home. Fantastic staff. The beds are sublime great size rooms very clean and great views. We’ll be back!! ,5
Service standard plummets,adamliewwl,"I have stayed at the Pan Pacific Hotel a couple of times, and wrote a raving review which can be found here: https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d302294-r445764729-Pan_Pacific_Singapore-Singapore.html  Unfortunately, my recent two stays with the hotel have confirmed that service standards have plummeted to abysmal levels, and I think it is high time for management to consider improving certain areas.   My two stays with the Pan Pacific Hotel happened on two occasions - 7 - 8 September 2019 and 28 - 29 September 2019. I am a huge fan of the hotel's refurbished Pan Pacific Harbour Studios and was informed by several of their staff during my previous stays that I can make a written request for those rooms in advance. On both occasions, I have done so and the…",2
The best club lounge I have experienced ,Mei81,"Stayed in a Harbour Studio room with a great view of the marina Bay Area.   Highlight of the stay is the access to the Pacific Club, which I felt was REALLY the best I’ve experienced in terms of the layout, food and service.   Layout  - you step out directly to the pacific club and it seems so intimate and exclusive at the same time. It’s built to offer wraparound marina views from anywhere in the club which is splendid!   Food - the food offerings are also one of the best I’ve had . The afternoon tea had savory and sweets. I loved how the scones were so buttery and soft. Afternoon tea was quite a spread with fried prawn dumplings, steamed dishes, sweets, salads and cold cuts.  Evening cocktail was fantastic , with pork trotters in vinegar , beef stew, sea bass , salads ,…",5
Hotel managed to balance a very familiar and professional style,Eva,"Very freindly and helpful reception. Efficient check in and out. Amazing breakfast and freindly service. Good location, only few minutes away from most cenratral and business highlights. Great if not travelling on a low budget.",4
"Great location, even better service. ",Tofucanbefun,"Went to Singapore with the husband for the F1. Arrived at the Pan Pacific early in the morning, well before official check in. The lovely staff found a room for us immediately. From then on the service was impeccable. We had a harbourfront room which overlooked the race track. Access to the club lounge on the top floor for champagne breakfasts and fabulous evening cocktails.   The Pan Pacific is close to everything and our room was spacious, bed comfortable and modern bathroom.   We’ll be back!",5
Compliment,Muhammad Ridhwan,Good job to Syawal Bin Musa for his superb customer service. He was very friendly and helpful.   He can be a good role model to all staffs.   The room is quite spacious and nice. Very comfortable. Highly recommended.,5
Fantastic View,Agnès L,"Great location by the Marina Bay, close to bus stop and metro, and also walking distance to the marina itself and downtown. Professional staff, superb service. Our room on the 24th floor had a beautiful view. The Tuesday night seafood bufftet in one of the restaurant was delicious, shame I couldn't get more food into my stomach as I was full. ",5
Ideal proximity for F1,Tina S,"Having been to the Grand Prix previously but stayed on Clarke Quay, as it was my husband’s 50th we upgraded to this hotel for its proximity to the F1 track on this occasion from 18th-24th September.  The hotel was decorated with an F1 theme as were the staff uniform! We were greeted at the main entrance by friendly door staff who escorted us to reception for check in.  The reception staff were pleasant and helpful – we had booked  Pan Pacific rooms (we were 2 couples) and they said as it was my husband’s 50th we could upgrade to the Harbour Studio for $30 per night!!  We didn’t take up this offer as the Pan Rooms have been re-furbished and have an amazing bathroom – we were given a room on 29th Floor which overlooked part of the F1 track which was cool. (It was a city view which…",5
Honeymoon,Marcocecchi,First two days of our honeymoon in Singapore. We stayed three nights at Pan Pacific and all was perfect.  The position is central and the elegance of this hotel leaves you without words. All services were good.,5
Long Weekend Staycation,Taj Imran,"Stayed here over the long CNY weekend. We took the harbour/bay view suite which was really spacious. Separate living area with a 6 seater dining table, and a large bedroom with a walk in wardrobe and possibly, one of the biggest bathrooms I have ever seen. The view from the suite was nice, and we got to see the CNY fireworks over the weekend as well. Location of the hotel is good, as one can access shopping malls within walking distance. The service quality of the staff is also excellent. Our requests were followed up very quickly. And housekeeping was efficient. The suite was always cleaned very well and pleasant to come back to. Great place to stay.",4
Very good but on the expensive side,extriathlete,"Decorated ready for the F1 grand prix and right next to the track, so if you don't like fast cars and the associated noise, don't stay here then. Very smart hotel, quite literally two tiers. Up to floor 22 and floor 23 upwards. We were on 16 on the opposite side of the building to the lifts. Fabulous views at night, not too good during the day because of the burnt rainforest smog, sadly. Food is very good but expensive. The evening buffet is a legend.",4
Great location,Warren,"Well located Hotel within easy walking distance to the Marina Bay harbour. Hotel is part of the Marina Square shopping centre which through the One Raffles Link connects with the City Link Mall and enables patrons to walk practically underground all the way to the City Hall MRT station and stay out of the Singapore heat & haze. City Hall MRT station enables you to get to Orchard Road shopping via rail. The pool area is a great place to rest at the end of the day, with plenty of seating around the pool. Stayed in a Harbour View Studio on the 32nd level which was a beautifully appointed room, spacious in size, had a great bath and views of the Marina Bay harbour. Good choice of breakfasts & coffee from the Marketplace and the bar in the Atrium is a great place to have a drink at…",5
Weekend Staycation ,mdshafiq,"Stayed here over the weekend , this property is still well maintained as 5 years ago. The room was really nice and clean . It has unobstructed views of the singapore skyline towards swissotel. It is very conveniently located in marina and is a short walk away to gardens by the bay . Only thing was the check in was a little confusing , there were 3 counters had to ask which counter to check in at. Otherwise will return back to this property again for a short gateaway.  ",4
"Superb service, wonderful views",Suarez07,"We chose Pan Pacific due to having stayed at two great properties in Malaysia, both sadly no longer managed by them, and we were not disappointed in any respect.  The levels of cleanliness, service and maintenance are far in excess of what you get from the American and European chains, on a par with Shangri La group.   We paid extra to get a high level harbour view room with Pacific club access, and it was well worth it: the food and drink during afternoon tea and cocktail time were excellent, taken in the rooftop club lounge and served by wonderful friendly and helpful staff.  In the evening there is a panoramic view of the nightly light show in the harbour and the bay gardens. Breakfast was also served in the lounge but we went to the Edge restaurant instead which had a huge…",5
3 night break,janjan64,"Spent 3 nights in this hotel from 2 - 5 September, in a panoramic room.  This room was large, spacious and had lovely views over the city.   The hotel was very close to the marina, Singapore flyer and  Raffles long bar.  The pool was large clean and easy to get a sunbed.   Breakfast was help yourself buffet with a large selection and very tasty. The hotel also hosted a Michelin star indian restaurant and a Japanese restaurant The foyer/ atrium was very welcoming with a bar and another restaurant Staff were very pleasant and helpful. Would definitely recommend this hotel, close to all the main areas.  Just a note if you are planning to visit Singapore food and alcohol is very expensive everywhere. ",5
Excellent Stay,Mohsen Sorour,"it was an excellent stay in this hotel, I really enjoyed, it was close to every thing, and the Mall attached was excellent  also the staff was very very friendly , I recommend the same to every body and in my next trip I will stay in",5
